iter	RMSE
744	880.7537448
745	880.5961956
746	880.3311365
747	880.2593754
748	880.0153823
749	879.7505616
750	879.5734267
751	879.1996747
752	878.946842
753	878.6834905
754	878.5615986
755	878.4882283
756	878.1502234
757	877.9368179
758	877.439974
759	876.8507038
760	876.7626765
761	876.6677186
762	876.4746229
763	876.2422065
764	875.868801
765	875.6717441
766	875.4001187
767	875.374784
768	875.0593153
769	874.7908075
770	874.144237
771	873.8225499
772	873.7798853
773	873.6075107
774	873.2008794
775	872.8051076
776	872.2869006
777	871.8597139
778	871.6356145
779	871.5107071
780	871.269966
781	870.9714042
782	870.6804389
783	870.3891475
784	870.2770467
785	869.9181633
786	869.5239991
787	869.2896037
788	868.8485303
789	868.5746951
790	868.49698
791	868.1703563
792	868.0800624
793	867.7835147
794	867.2592415
795	867.0744143
796	866.7326225
797	866.5492683
798	866.1987583
799	866.0102989
800	865.8419768
801	865.5949534
802	865.0649492
803	864.961422
804	864.801166
805	864.6904639
806	864.196558
807	863.7664069
808	863.6203637
809	863.2957783
810	863.1907151
811	863.0225944
812	862.9410297
813	862.5189311
814	862.3987356
815	861.8903677
816	861.6726119
817	861.4452809
818	861.2801148
819	860.9746297
820	860.8373044
821	860.6886468
822	860.4387636
823	860.364452
824	860.1591958
825	860.0463753
826	859.9338351
827	859.7263534
828	859.5566798
829	859.3092452
830	859.0527826
831	858.691303
832	858.6218247
833	858.3875072
834	858.1194099
835	857.9792489
836	857.8691042
837	857.5458833
838	857.3060061
839	857.1278067
840	856.9919615
841	856.5385807
842	856.4922054
843	856.4736114
844	856.1837784
845	856.0196471
846	855.7687505
847	855.5532198
848	855.3555226
849	855.2506666
850	854.902955
851	854.8614884
852	854.5936066
853	854.3498816
854	854.2239543
855	854.2037038
856	853.9082529
857	853.7790916
858	853.4643616
859	853.3989354
860	853.0007956
861	852.6708814
862	852.3772285
863	852.1694158
864	851.7831773
865	851.6459975
866	851.4517694
867	851.3805881
868	851.1596336
869	850.8412471
870	850.7078365
871	850.6044834
872	850.5615172
873	850.4176461
874	850.1849837
875	849.9358435
876	849.5138077
877	849.4139592
878	849.1298073
879	849.007047
880	848.9070627
881	848.8681269
882	848.4447147
883	848.3927505
884	848.2531747
885	848.0821632
886	847.5567285
887	847.4758291
888	847.1358872
889	846.9018612
890	846.6469508
891	846.4387939
892	846.194327
893	845.8306627
894	845.674099
895	845.4633096
896	845.3757553
897	844.9722884
898	844.9005299
899	844.6884043
900	844.5970338
901	844.2295536
902	843.9530868
903	843.9021722
904	843.7299106
905	843.6231445
906	843.4409241
907	843.1826003
908	842.9157315
909	842.9019879
910	842.8180742
911	842.6942231
912	842.572435
913	842.225139
914	841.8381573
915	841.8221533
916	841.7110348
917	841.533233
918	841.4019195
919	841.2425638
920	840.8774255
921	840.6104735
922	840.2575505
923	840.1757702
924	839.9757495
925	839.9417027
926	839.7823644
927	839.7029492
928	839.3592128
929	839.1277066
930	838.9969921
931	838.9732195
932	838.8869152
933	838.7148442
934	838.4174817
935	838.1954745
936	838.1123182
937	837.8584039
938	837.6783575
939	837.483465
940	837.4401522
941	837.0033679
942	836.8826543
943	836.5970212
944	836.3084036
945	836.2727975
946	836.0644521
947	835.7813136
948	835.7153438
949	835.3996286
950	835.11994
951	834.7868679
952	834.6324665
953	834.547764
954	834.3437347
955	834.3217274
956	834.0730819
957	833.880543
958	833.6169933
959	833.3303953
960	833.0723504
961	832.9494615
962	832.3707776
963	831.9001621
964	831.6261695
965	831.3080555
966	831.0849599
967	830.7255491
968	830.6535039
969	830.5698061
970	830.4156915
971	830.2174685
972	830.1493487
973	829.9501848
974	829.9097956
975	829.6105276
976	829.5294523
977	829.4272991
978	829.3088704
979	828.9825301
980	828.9385812
981	828.6995947
982	828.5435912
983	828.3518398
984	828.0335539
985	827.8616471
986	827.1841625
987	826.9863174
988	826.9339538
989	826.683699
990	826.6465924
991	826.449293
992	826.3228457
993	826.2255212
994	825.7244842
995	825.5899266
996	825.5182142
997	825.4645982
998	825.3612957
999	825.299516
